rep,est,se,IRR,IRR_CI_Lower,IRR_CI_Upper,n_event
643,0.556506475889862,0.115304273807034,1.74456715450322,1.39168362051227,2.18692992553233,885
644,0.675265371113799,0.109571077406966,1.96455424274973,1.58488207772351,2.4351801480711,891
645,0.737860918891815,0.10602214291874,2.09145693016661,1.69903651957777,2.57451328464027,906
646,0.605077044244732,0.112241722386925,1.83139330176425,1.46974264025028,2.28203314913406,898
647,0.71551867102009,0.108643706663788,2.04524721766101,1.65298198235397,2.53059998596788,878
648,0.711929694597706,0.110379462148408,2.03792003003567,1.64146629410419,2.53012691380733,853
649,0.712821236343887,0.113512437458227,2.03973773097556,1.63287284836826,2.54798162350667,806
650,0.896209657816971,0.102981329761497,2.450298019612,2.00244705548906,2.99831167493622,851
651,0.688094701875599,0.113362714225992,1.98992052723396,1.59346017881735,2.48502206540611,824
652,0.7224019926666,0.107558003859983,2.05937387549479,1.6679447482741,2.54266261724724,891
653,0.58273588341215,0.117592607062435,1.79093151406688,1.42227628921577,2.25514248701034,833
654,0.851212795024568,0.103172165292895,2.34248608534332,1.91362445992414,2.86745972103878,877
655,0.642033368934435,0.114415758428089,1.90034104785307,1.51859050172512,2.3780578727793,839
656,0.657291867272869,0.110665589160457,1.92955974842767,1.55331490892259,2.39693883150503,886
657,0.622395250613279,0.113636499365725,1.86338597718344,1.49133516786449,2.32825415425287,864
658,0.721170684451435,0.110434709961774,2.05683971201213,1.65652598658969,2.55389268575236,846
659,0.622334765518155,0.114302650742258,1.86327327351384,1.48929921933325,2.33115497995446,854
660,0.861969837456332,0.10228866858269,2.36782032400602,1.93767292719369,2.89345689259122,885
661,0.522189382618396,0.117260393985891,1.68571428605495,1.3395895131903,2.12127120004267,880
662,0.838858991741365,0.104072085913048,2.31372549019614,1.88679845117909,2.83725357132766,870
663,0.779412247383381,0.107900934582834,2.18019047619048,1.76461105683639,2.69364203179895,847
664,0.579038247669817,0.120626085010636,1.78432152987655,1.4086269920261,2.26021745998319,794
665,0.729501468513836,0.109303240555351,2.07404637247569,1.67409220907854,2.56955281904533,858
666,0.967592441964863,0.104435225447237,2.63160109404887,2.14449300121298,3.22935272546101,785
667,0.777081632045099,0.108447004053463,2.17511520737328,1.75861999874809,2.69024926858244,840
668,0.958686599773105,0.103401760215672,2.608268522311,2.12978891487391,3.19424363464732,806
669,0.556090934635024,0.121295686945865,1.74384236547899,1.37486529183009,2.21184301742864,800
670,0.86327223159526,0.106801075654226,2.37090616837466,1.92311442805067,2.922964945427,811
671,0.682890680392757,0.107330946625576,1.97959183673469,1.60404071185834,2.44307006118728,923
672,0.540782215843404,0.120409207731081,1.71734967505613,1.35633268898298,2.17445906183009,822
673,0.806440919771307,0.108070076173815,2.23992172211352,1.81235564903635,2.76835803384603,827
674,0.854205542691827,0.105175652301347,2.3495070558671,1.91183794097117,2.88736994243621,842
675,0.595926711240749,0.115521468200212,1.81471187986702,1.4470236535467,2.27582956149943,854
676,0.59686036644932,0.116229008342128,1.81640698626503,1.44636815855479,2.28111654715153,843
677,0.624843539799217,0.116389317665062,1.86795367416056,1.48694647121255,2.34658812295009,822
678,0.635614462232457,0.115748522194308,1.88818200160511,1.50493773833481,2.36902243884877,824
679,0.797158001595108,0.106914906982388,2.21922492401217,1.79967957379835,2.7365756299397,851
680,0.836485103386201,0.107164060978779,2.30823947836402,1.87095202095086,2.84773175892047,822
681,0.780249198836747,0.105228119348501,2.18201595358957,1.77536471445447,2.68181156410017,890
682,0.654116932164505,0.111883896390337,1.92344323634116,1.54469815879804,2.39505295086603,869
683,0.651556110912888,0.111869242295681,1.91852394342849,1.54079177673204,2.38885888222684,871
684,0.606672315159377,0.118472099216036,1.8343172018181,1.4542223167451,2.31375874110971,805
685,0.69628400387197,0.110287017722818,2.00628349658104,1.61627710485127,2.49039812329943,865
686,0.74799605115,0.109414949644342,2.11276190476191,1.70496859374825,2.61809096225045,844
687,0.600844166629224,0.119195114630512,1.82365762169569,1.44372421418008,2.30357507930111,799
688,0.644100249313989,0.112460363496424,1.90427288740061,1.52757572785624,2.37386282300913,867
689,0.737385872037984,0.109350624534388,2.09046362608368,1.68718690076704,2.59013282404705,852
690,0.878864326355131,0.10533613062994,2.40816326530635,1.95895134901002,2.96038506280497,824
691,0.708916232678177,0.110966275508685,2.0317880794702,1.6346461014091,2.52541684485629,846
692,0.543400408826046,0.116647816336501,1.72185191922427,1.36995088650534,2.16414621935772,874
